エージ,</s>,0.000000
フェイク,</s>,0.000000
フェン,シング,-0.301030
フェン,ダー,-0.301030
チッキ,</s>,0.000000
レッシュマン,</s>,0.000000
ドックス,</s>,0.000000
レクト,</s>,0.000000
テスト,</s>,0.000000
ヘルツ,</s>,0.000000
スター,ター,-1.462398
スター,ティング,-1.161368
スター,ダム,-1.462398
スター,ベー,-1.462398
スター,</s>,-0.082187
スパッツ,</s>,0.000000
シャーク,スキン,0.000000
シーツ,</s>,0.000000
ペー,スメー,-1.176091
ペー,パー,-0.134699
ペー,ション,-1.176091
ペー,ズリー,-1.176091
ペー,ジェント,-1.176091
ホイップ,</s>,0.000000
カート,</s>,0.000000
ガット,</s>,0.000000
ロング,</s>,0.000000
ドワーク,</s>,0.000000
フライト,</s>,0.000000
ジル,コン,0.000000
ビス,</s>,0.000000
シー,アイエー,-1.623249
シー,</s>,-0.191886
シー,ド,-1.623249
シー,ランド,-1.322219
シー,クレット,-1.146128
シー,ソー,-1.322219
シー,ラ,-1.623249
シー,フード,-1.623249
シー,ズン,-1.322219
シー,バー,-1.322219
スピーチ,</s>,0.000000
ホイッ,スル,0.000000
ジョイント,</s>,0.000000
ファーム,</s>,0.000000
パクト,</s>,0.000000
ヘル,ペス,-0.845098
ヘル,メット,-0.845098
ヘル,</s>,-0.544068
ヘル,シー,-0.845098
ヘル,パー,-0.845098
ヘル,ニ,-0.845098
リンピース,</s>,0.000000
ジーンズ,</s>,0.000000
ティック,</s>,0.000000
タルタ,ル,0.000000
ピ,リ,-1.505150
ピ,ローグ,-1.505150
ピ,</s>,-1.505150
ピ,ストン,-1.505150
ピ,ア,-0.726999
ピ,グラフ,-1.505150
ピ,グラム,-1.505150
ピ,ター,-1.505150
ピ,オ,-1.505150
ピ,ソード,-1.505150
ピ,カル,-1.028029
ピ,クルス,-1.505150
ピ,ケット,-1.505150
ピ,エロ,-1.505150
ピ,オン,-1.204120
ピ,ニオン,-1.028029
ピ,カ,-1.505150
ピ,ストル,-1.505150
ピ,ラフ,-1.505150
ピ,レン,-1.505150
ピ,キュ,-1.505150
ピ,ラ,-1.505150
フィー,バー,-0.845098
フィー,リング,-0.845098
フィー,</s>,-0.146128
プレーン,</s>,0.000000
ガイル,</s>,0.000000
シェア,ウエア,-0.477121
シェア,</s>,-0.176091
クリーム,</s>,0.000000
オイル,</s>,0.000000
プラ,スチック,-0.954243
プラ,ノ,-0.954243
プラ,</s>,-0.477121
プラ,ネ,-0.954243
プラ,カード,-0.954243
プラ,ト,-0.653213
グリ,</s>,-0.301030
グリ,セ,-0.301030
キュア,</s>,0.000000
ポーツマン,</s>,-0.176091
ポーツマン,シップ,-0.477121
スパン,</s>,-0.477121
スパン,グル,-0.477121
スパン,ダー,-0.477121
スパイク,</s>,0.000000
アイス,</s>,-0.057992
アイス,ボックス,-0.903090
ブレーク,</s>,0.000000
エヌ,</s>,0.000000
ワルツ,</s>,0.000000
コプ,ター,0.000000
メール,</s>,0.000000
ミッド,</s>,-0.301030
ミッド,ナイト,-0.301030
ウル,トラ,0.000000
ロメート,ル,0.000000
ヤル,</s>,0.000000
ミュー,ジック,-0.124939
ミュー,ジ,-0.602060
ステンド,</s>,0.000000
イムタイム,</s>,0.000000
イスト,</s>,0.000000
フィス,</s>,0.000000
ストリッ,パー,0.000000
ラス,</s>,0.000000
シェイ,</s>,0.000000
ティ,ア,-1.000000
ティ,</s>,-0.698970
ティ,リ,-1.000000
ティ,ティー,-1.000000
ティ,ズム,-0.698970
ティ,シ,-1.000000
ティ,カル,-1.000000
ティ,ピ,-1.000000
トラップ,</s>,0.000000
ラズ,ベ,0.000000
ホップ,</s>,0.000000
ストーブ,</s>,0.000000
プラグ,</s>,-0.301030
プラグ,マ,-0.301030
ピンチ,</s>,0.000000
プロ,ジェク,-1.518514
プロ,ペ,-1.518514
プロ,バ,-1.518514
プロ,デュー,-1.518514
プロ,パー,-1.518514
プロ,ポーズ,-1.518514
プロ,グラ,-1.217484
プロ,フェッ,-1.217484
プロ,フィール,-1.518514
プロ,ジェクト,-1.518514
プロ,レ,-1.518514
プロ,モー,-1.041393
プロ,バイ,-1.518514
プロ,セッ,-1.217484
プロ,ダク,-1.217484
プロ,グラム,-1.217484
プロ,セス,-1.217484
プロ,トン,-1.518514
プロ,パ,-1.518514
プロ,ローグ,-1.518514
プロ,ポー,-1.518514
プロ,テク,-1.518514
プロ,デュース,-1.518514
プロ,テ,-1.518514
プロ,ピ,-1.518514
スキャスト,</s>,0.000000
バット,</s>,0.000000
キー,</s>,-0.131279
キー,ノート,-1.361728
キー,パー,-1.060698
キー,ボード,-1.361728
キー,パン,-1.361728
キー,マン,-1.361728
スパー,リング,-0.301030
スパー,クリング,-0.301030
パル,</s>,0.000000
ロイン,</s>,0.000000
グレープ,フルーツ,0.000000
ループ,</s>,0.000000
フィン,ガー,-0.544068
フィン,</s>,-0.146128
ドローム,</s>,0.000000
ゴー,ジャス,-1.000000
ゴー,ストライ,-1.000000
ゴー,</s>,-0.301030
ゴー,グル,-1.000000
ゴー,イング,-0.698970
ストレス,</s>,0.000000
リップ,スティック,-0.477121
リップ,</s>,-0.176091
ロフト,</s>,0.000000
スモー,キング,-0.176091
スモー,カー,-0.477121
グレー,</s>,-0.096910
グレー,ビー,-0.698970
コート,</s>,0.000000
ト,クロス,-1.544068
ト,ジャー,-1.544068
ト,ネー,-1.544068
ト,リック,-1.544068
ト,ピック,-1.544068
ト,マイム,-1.544068
ト,ロンボーン,-1.544068
ト,ニ,-1.544068
ト,ニック,-0.942008
ト,リー,-0.942008
ト,ピ,-1.243038
ト,マ,-1.066947
ト,ニン,-1.544068
ト,パーズ,-1.544068
ト,グラフ,-1.544068
ト,</s>,-0.589826
ト,リ,-1.243038
チャイム,</s>,0.000000
ストリ,アル,0.000000
モー,トル,-1.342423
モー,グル,-1.342423
モー,メント,-1.342423
モー,ビル,-1.342423
モー,ター,-0.497325
モー,ゲージ,-1.342423
モー,</s>,-1.342423
モー,ニング,-1.041393
モー,ション,-0.643453
モー,テル,-1.342423
モー,タ,-1.342423
ホル,ダー,0.000000
ワイヤ,レス,0.000000
ウィーン,</s>,0.000000
シングシンシン,</s>,0.000000
ゼ,ブラ,-1.041393
ゼ,ラ,-1.041393
ゼ,ネ,-0.342423
